ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog,ZIndex
12625,Isabelle Adjani,23044,136064,5.90427,1.93214,-1.13096
12626,Laurent Voulzy,107620,1065122,9.89697,2.38848,-0.46378
12627,Enzo Enzo,78412,370931,4.73047,1.74579,-1.40341
12628,Berry,55657,542238,9.74231,2.37419,-0.48467
12629,Debout sur le zinc,61363,1196831,19.50379,3.0206,0.46039
12630,Téléphone,142524,1697159,11.90779,2.55783,-0.21619
12631,Jean Ferrat,87703,908341,10.35689,2.42982,-0.40334
12632,Mr. Flagio,44846,199002,4.43735,1.69329,-1.48017
12633,Lyodra,27484,20559599,748.02979,6.61877,5.72102
12634,Meiska,7862,90732,11.5391,2.52885,-0.25856
12635,Kaleb J,20444,302252,14.78366,2.75897,0.07788
12636,Yovie Widianto,26702,941356,35.25281,3.59051,1.29361
12637,fiersa besari,25594,545472,21.31166,3.1051,0.58393
12638,Rony Parulian,7623,358304,46.99685,3.87113,1.70389
12639,TheOvertunes,32921,447013,13.57794,2.6795,-0.0383
12640,Gangga,72627,809542,11.14641,2.49703,-0.30508
12641,Lyla,16781,171623,10.22661,2.41828,-0.42021
12642,Reality Club,101107,3078173,30.4444,3.44822,1.08558
12643,Teddy Adhitya,49009,556601,11.35688,2.51421,-0.27996
12644,Kunto aji,32186,1165738,36.21766,3.61678,1.33202
12645,GAC (Gamaliél Audrey Cantika),14431,170186,11.79226,2.54884,-0.22933
12646,Petra Sihombing,18398,205978,11.19506,2.50103,-0.29923
12647,Bilal Indrajaya,14924,417118,27.9476,3.36548,0.96461
12648,Tompi,23726,381861,16.09394,2.83872,0.19447
12649,Yahya,43930,377896,8.60203,2.26197,-0.64874
12650,adikara,10166,137972,13.57057,2.679,-0.03903
12651,Stacey Ryan,228075,2113825,9.26807,2.32903,-0.5507
12652,Mawar de Jongh,9698,85102,8.7743,2.27975,-0.62275
12653,Anggis Devaki,4197,52579,12.52477,2.60452,-0.14792
12654,Paul Partohap,109988,1062796,9.66274,2.36675,-0.49555
12655,Sammy Simorangkir,12561,170540,13.57586,2.67936,-0.0385
12656,Coldiac,19770,353872,17.89853,2.93908,0.3412
12657,Anneth,8807,67437,7.65633,2.15829,-0.80033
12658,Milk and Coffea,1223,9334,7.62581,2.15475,-0.8055
12659,Pistol Girl,459,2979,6.47608,2.0117,-1.01464
12660,Danny Rock,802,6926,8.62515,2.26437,-0.64523
12661,Mark Farina feat. F.C.F,285,1713,5.98951,1.94441,-1.11302
12662,The Factory Team,1348,17116,12.68791,2.61651,-0.13039
12663,Tina Ray,367,1736,4.71739,1.74351,-1.40675
12664,F.C.F.,3165,24028,7.58938,2.15052,-0.81169
12665,Lou Hunter,296,1349,4.54208,1.71236,-1.45229
12666,Mari-San,578,4765,8.2297,2.22242,-0.70657
12667,Dave Rodgers feat. Mike Garson & Rafael Moreira,312,1741,5.5623,1.88134,-1.20523
12668,DAVE & FUTURA,1145,6139,5.35689,1.84953,-1.25174
12669,Rick Castle,1141,9690,8.48511,2.24972,-0.66665
12670,Mister Max,2542,20550,8.081,2.20618,-0.73031
12671,Babby One,1129,8647,7.65221,2.15781,-0.80103
12672,Domino & Kaioh,520,3668,7.0403,2.08446,-0.90827
12673,Gipsy Baby,441,2954,6.68325,2.03904,-0.97467
12674,Ciao Ciao,1888,14706,7.78507,2.17305,-0.77875
12675,Alphatown,3910,31976,8.17591,2.21658,-0.7151
12676,MARTINA DRY,921,5529,5.99674,1.94544,-1.11152
12677,Dj Moonraker,1005,5086,5.05566,1.80099,-1.32271
12678,Candy Taylor,3127,22303,7.13011,2.09557,-0.89202
12679,Mr. Moog,446,2677,5.98881,1.94431,-1.11317
12680,Paul Dickenson,764,4178,5.46143,1.86585,-1.22788
12681,Christine feat. Elvis El Latino,668,6809,10.17787,2.41393,-0.42657
12682,Virginia Toy,1063,6405,6.01973,1.94872,-1.10672
12683,ALEKY,1152,7511,6.51431,2.0168,-1.00719
12684,Gordon Jim,371,2144,5.76344,1.91153,-1.1611
12685,Energy Man,704,6916,9.80992,2.38046,-0.47551
12686,Claudia Vip,1184,10946,9.23713,2.32602,-0.5551
12687,remy panther,838,5126,6.10965,1.96145,-1.08811
12688,francis cooper,815,4872,5.97058,1.94169,-1.117
12689,Melissa White,2959,28686,9.69121,2.36942,-0.49165
12690,Fastway & Christine,893,4049,4.52908,1.71002,-1.45571
12691,Kevin Johnson,12024,98956,8.22918,2.22237,-0.70664
12692,Pizza Girl,3985,29060,7.29051,2.11511,-0.86346
12693,SEB All Stars,320,2100,6.54205,2.02049,-1.00179
12694,Kasanova,2110,16795,7.95594,2.19231,-0.75059
12695,GOLD-RAKE,528,3267,6.1758,1.97071,-1.07457
12696,Dave & Nuage,2671,21983,8.22717,2.22215,-0.70696
12697,Tri-Star,2640,26971,10.21241,2.41702,-0.42205
12698,Franz Tornado & Bazooka Girl,1283,11051,8.60669,2.26245,-0.64804
12699,Tam Arrow,1261,10822,8.57527,2.25918,-0.65282
12700,Kiki & Fancy,2135,19354,9.06086,2.30865,-0.58049
12701,Eurosisters,1008,6582,6.52329,2.018,-1.00543
12702,"Rodgers, Contini & Sinclaire",767,5701,7.42317,2.13098,-0.84025
12703,Time All Stars,894,6130,6.84916,2.0604,-0.94344
12704,Go 2 & DJ Boss,483,2866,5.92148,1.93462,-1.12734
12705,Kate & Karen,933,6579,7.04389,2.08491,-0.90761
12706,Starkly Ice,358,1425,3.96935,1.60328,-1.61177
12707,Claire Deny,1245,8853,7.10513,2.09249,-0.89653
12708,Ace feat. La Gatta,335,4247,12.63988,2.61299,-0.13554
12709,Jungle Bill,3508,28996,8.26332,2.22606,-0.70124
12710,Jimmy Diamond,1916,14100,7.35524,2.12288,-0.8521
12711,Morris & Cherry,630,3986,6.31695,1.99019,-1.04609
12712,Maria Short,908,5775,6.35313,1.99512,-1.03889
12713,DOMINO & VIRGINELLE feat. MEGA NRG MAN,324,1755,5.4,1.85629,-1.24186
12714,Phil & Linda,867,8142,9.38018,2.33989,-0.53482
12715,Time Force,1336,12102,9.0516,2.30773,-0.58184
12716,Dave Rodgers Feat. Patrick Rondat,303,1548,5.0921,1.80699,-1.31394
12717,Susy Wender,495,3725,7.51008,2.14125,-0.82524
12718,YO SHINE,813,4563,5.60565,1.88792,-1.19561
12719,Alvin,3342,24560,7.34669,2.12186,-0.85359
12720,Joe Banana,5350,34786,6.50084,2.01501,-1.00981
12721,Go Go Girls Feat. Annalise & Virginelle,433,2352,5.41935,1.85931,-1.23744
12722,Laurie,5448,24898,4.56927,1.71726,-1.44512
12723,Go 2 & Christine,652,8123,12.4395,2.59819,-0.15718
12724,"Dave, Domino & Virginelle",1654,12129,7.3287,2.1197,-0.85675
12725,ALPHATOWN 2000,469,3294,7.00851,2.0805,-0.91406
12726,Sheila Majid,15476,230090,14.86657,2.76421,0.08554
12727,Stacy,19927,111693,5.60482,1.88779,-1.1958
12728,Ella,54527,569797,10.44962,2.43795,-0.39145
12729,Search,16371,211245,12.90282,2.63209,-0.10762
12730,Noh Salleh,19211,377626,19.65573,3.02799,0.47119
12731,"Andy Flop Poppy, Misha Omar",40,123,3.0,1.38629,-1.92901
12732,Pokpang,69,495,7.07142,2.08832,-0.90262
12733,에일리,84732,3493813,41.2332,3.7432,1.51685
12734,Quai,1370,83183,60.67323,4.12184,2.07044
12735,Deddy Dores,741,4163,5.61051,1.88866,-1.19453
12736,Slam,150968,983922,6.51737,2.01721,-1.00659
12737,Raihan,11918,189145,15.8692,2.82548,0.17512
12738,Mojo,53754,367299,6.83283,2.05832,-0.94648
12739,ST12,20892,377405,18.0637,2.94778,0.35392
12740,Lefthanded,2770,34046,12.28653,2.58675,-0.1739
12741,Dolla,84548,591413,6.99491,2.0788,-0.91654
12742,Masdo,15757,481936,30.58357,3.45263,1.09203
12743,Spider,86108,502730,5.83829,1.92253,-1.14501
12744,iamNEETA,8130,98573,12.1231,2.57437,-0.192
12745,Exist,16480,174157,10.56713,2.44816,-0.37653
12746,Fieya Julia,2024,28829,14.23654,2.72369,0.0263
12747,"Dato' Sri Siti Nurhaliza, Nao Zumar",6,1649,235.57142,5.46625,4.036
12748,D’Masiv,29857,707626,23.69971,3.20679,0.7326
12749,"Dato' Sri Siti Nurhaliza, Cakra Khan",43,140,3.18181,1.43074,-1.86403
12750,Armada,34241,557000,16.26657,2.84877,0.20917
12751,"Olly, Angelina Mango, JVLI",227,1571,6.89035,2.06564,-0.93578
12752,"Geolier, Ultimo, Takagi & Ketra",105,654,6.16981,1.96987,-1.0758
12753,"ANNA, Artie 5ive",312,2212,7.06709,2.08779,-0.9034
12754,"Geolier, Takagi & Ketra, Dat Boi Dee",108,865,7.93577,2.19006,-0.75388
12755,"JVLI, Emma, Olly",117,1091,9.24576,2.32686,-0.55387
12756,"Mahmood, Geolier",303,2135,7.02302,2.08231,-0.91141
12757,"Articolo 31, Fabri Fibra, Rocco Hunt",92,288,3.09677,1.41019,-1.89407
12758,"ANNA, Lazza",459,3783,8.22391,2.22179,-0.70749
12759,"Elodie, Tiziano Ferro",118,1126,9.46218,2.34776,-0.52331
12760,"Sfera Ebbasta, Elodie",237,2282,9.58823,2.35974,-0.5058
12761,"Fabri Fibra, Emma, Baby Gang",250,1794,7.14741,2.0977,-0.88891
12762,"Angelina Mango, Marco Mengoni",190,1065,5.57591,1.88341,-1.20221
12763,"ANNA, Guè",269,1790,6.62962,2.03203,-0.98492
12764,"Geolier, Sfera Ebbasta",242,1914,7.87654,2.18341,-0.7636
12765,"Eiffel 65, Loredana Bertè",62,327,5.19047,1.82301,-1.29052
12766,"Rhove, ANNA",281,1722,6.10638,1.96099,-1.08878
12767,"Elettra Lamborghini, Shade",37,380,10.0,2.39789,-0.45002
12768,"Rhove, Capo Plaza",102,749,7.27184,2.11285,-0.86676
12769,"Icy Subzero, CLARA",57,457,7.87931,2.18372,-0.76315
12770,"Angelina Mango, Bresh",149,679,4.52666,1.70958,-1.45635
12771,"Rose Villain, Madame",119,952,7.93333,2.18978,-0.75429
12772,"Fred De Palma, Guè",47,278,5.79166,1.91569,-1.15501
12773,Death Side,12758,398148,31.20526,3.47212,1.12052
12774,Gauze,10139,487044,48.03195,3.89247,1.73509
12775,Lip Cream,6282,225214,35.84497,3.60671,1.3173
12776,G.I.S.M.,36452,939009,25.75944,3.28688,0.8497
12777,Disclose,18377,808492,43.99238,3.80649,1.60938
12778,Crow,18552,223014,12.02037,2.56651,-0.2035
12779,The Comes,8359,150676,18.02344,2.94567,0.35084
12780,Kriegshög,8159,168806,20.687,3.07671,0.54242
12781,Anti Cimex,53503,1568868,29.32244,3.41188,1.03245
12782,Tragedy,84109,3525343,41.91348,3.75918,1.54022
12783,Infest,46876,2034258,43.39565,3.79314,1.58987
12784,His Hero Is Gone,61515,2719221,44.20347,3.81117,1.61623
12785,Framtid,6028,280983,46.60524,3.86294,1.69192
12786,Nausea,65032,1466205,22.54555,3.15893,0.66263
12787,Poison Idea,119288,2985702,25.02914,3.25921,0.80924
12788,Systematic Death,2667,148070,55.4985,4.03421,1.94232
12789,Discharge,193640,7122380,36.78136,3.63181,1.354
12790,Totalitär,20335,766016,37.66797,3.65501,1.38792
12791,Mob 47,34023,744178,21.87214,3.12991,0.6202
12792,Disfear,62017,2016887,32.52099,3.51217,1.17908
12793,Amebix,83780,2481568,29.61969,3.42164,1.04672
12794,Outo,2621,67428,25.71624,3.28527,0.84734
12795,Driller Killer,38019,998299,26.2572,3.30531,0.87664
12796,Zyanose,17393,238162,13.69219,2.68731,-0.02688
12797,Doom,186977,5101440,27.28363,3.34228,0.93069
12798,Gloom,36878,407052,11.0375,2.48802,-0.31825
12799,Public Acid,16780,177292,10.56504,2.44798,-0.37679
12800,Confuse,6318,173115,27.39594,3.34624,0.93648
12801,From Ashes Rise,36018,1586204,44.03797,3.8075,1.61086
12802,Skitsystem,52674,1917238,36.39749,3.6216,1.33907
12803,Integrity,97019,4321403,44.54136,3.81862,1.62712
12804,Forward,6313,82888,13.12765,2.64813,-0.08416
12805,S.O.B.,13516,401721,29.71968,3.4249,1.05149
12806,Physique,8058,206480,25.62104,3.2817,0.84212
12807,Dropdead,65315,2504388,38.34264,3.6723,1.41319
12808,Kuro,23541,211305,8.97566,2.30014,-0.59294
12809,Gudon,1940,53463,27.54404,3.35144,0.94409
12810,Paintbox,4449,161788,36.35685,3.62051,1.33748
12811,Deathreat,3874,149495,38.57935,3.6783,1.42197
12812,Disrupt,104025,2591110,24.90829,3.25456,0.80245
12813,Axegrinder,17112,262305,15.32782,2.79287,0.12744
12814,Cursed,100961,3099690,30.70155,3.45636,1.09748
12815,Disgust,19158,253753,13.24458,2.65637,-0.07212
12816,The Stalin,29088,786692,27.04431,3.33378,0.91827
12817,Youth of Today,108341,2904199,26.80584,3.32524,0.90578
12818,Breakdown,33616,554028,16.48059,2.86109,0.22718
12819,Slang,25720,246097,9.56794,2.35782,-0.50861
12820,Killing Time,34605,599237,17.31598,2.90777,0.29543
12821,Wolfbrigade,55311,2113210,38.20527,3.66881,1.40809
12822,Shitlickers,12467,220717,17.70267,2.92866,0.32597
12823,Judgement,10307,114262,11.08478,2.49194,-0.31252
12824,Victims,40166,1208332,30.0827,3.43665,1.06867
12825,World Burns to Death,5250,240195,45.74271,3.84465,1.66518
12826,The Execute,3503,52465,14.97288,2.77089,0.0953
12827,Negative Approach,105531,2305665,21.84801,3.12886,0.61867
12828,鉄アレイ,504,29331,58.08118,4.07891,2.00767
12829,Life,94415,972398,10.29908,2.42472,-0.4108
12830,Electro Hippies,46300,760533,16.42584,2.85795,0.22259
12831,Concrete Sox,14127,181558,12.85093,2.62835,-0.11308
12832,Rocky & The Sweden,846,29789,35.17001,3.58823,1.29028
12833,Riistetyt,17726,390446,22.02549,3.1366,0.62998
12834,偏執症者 (Paranoid),15117,231182,15.29183,2.79066,0.12421
12835,Die Kreuzen,41418,789949,19.07214,2.99933,0.42929
12836,Extreme Noise Terror,82991,2111810,25.44594,3.2751,0.83248
12837,Crude,3097,70583,22.7834,3.16898,0.67732
12838,Wolfpack,54280,881115,16.23247,2.84679,0.20627
12839,Heresy,31232,601182,19.24829,3.00807,0.44207
12840,Crude SS,13971,169859,12.15709,2.57696,-0.18822
12841,D-Clone,3287,125573,38.1913,3.66845,1.40757
12842,Gastunk,3470,136051,39.19648,3.69377,1.44458
12843,Martyrdöd,37435,1415118,37.80099,3.65844,1.39293
12844,SS Decontrol,44423,728000,16.38753,2.85575,0.21937
12845,Sacrilege,29342,620597,21.14974,3.09782,0.57329
12846,Acephalix,10141,188818,18.61743,2.97641,0.39578
12847,No Warning,58227,1609909,27.64836,3.35509,0.94942
12848,Aus-Rotten,33026,957051,28.97783,3.40045,1.01574
12849,Cro-Mags,166912,4502183,26.97323,3.33124,0.91455
12850,Eiefits,85,2883,33.52325,3.54163,1.22215
12851,Think I Care,17276,488227,28.25878,3.37617,0.98024
12852,Articles of Faith,42195,470203,11.1433,2.49677,-0.30546
12853,Dystopia,202480,7420955,36.65013,3.62833,1.34891
12854,Los Crudos,41898,1805264,43.08608,3.78614,1.57963
12855,Judge,69557,1573240,22.61767,3.16199,0.66711
12856,Capitalist Casualties,52275,1693435,32.39411,3.50837,1.17352
12857,九狼吽,303,21657,71.24013,4.27999,2.30166
12858,Crucifix,33490,425086,12.69254,2.61685,-0.1299
12859,25 Ta Life,56281,915921,16.27378,2.84918,0.20977
12860,Think Again,2792,85455,30.59613,3.45303,1.09261
12861,Mammoth Grinder,38767,869024,22.41601,3.15341,0.65456
12862,Merauder,51277,1225706,23.90315,3.21499,0.74459
12863,あぶらだこ,6886,257490,37.38783,3.64774,1.37729
12864,Siege,61655,719884,11.67581,2.53969,-0.24271
12865,Gang Green,95326,1196398,12.55046,2.60642,-0.14515
12866,Nails,209128,9486664,45.36273,3.83649,1.65325
12867,Agnostic Front,293961,10084945,34.30696,3.56408,1.25497
12868,Spy,65516,1331776,20.32718,3.05998,0.51796
12869,THE SWANKYS,1328,45925,34.55605,3.57111,1.26525
12870,Ceremony,230766,11389217,49.35375,3.91907,1.77398
12871,Necros,46840,591306,12.62368,2.6118,-0.13728
12872,Void,193112,2632171,13.63021,2.68308,-0.03307
12873,Boomdabash & Annalisa,262,3614,13.74144,2.69066,-0.02198
12874,Fedez & Emis Killa,140,1353,9.59574,2.36045,-0.50476
12875,Tony Effe & Gaia,318,5050,15.83072,2.8232,0.17178
12876,BLANCO & Mina,280,3923,13.96085,2.70543,-0.00039
12877,"Olly, Angelina Mango & JVLI",131,1328,10.0606,2.40338,-0.442
12878,"JVLI, Emma & Olly",68,344,4.9855,1.78933,-1.33976
12879,Elodie & Tiziano Ferro,110,1585,14.27927,2.72649,0.03039
12880,"Mahmood, chiello & Tedua",274,1707,6.20727,1.97509,-1.06817
12881,Emma & Baby Gang,50,1000,19.60784,3.02567,0.4678
12882,Mahmood & Capo Plaza,320,3049,9.49844,2.35122,-0.51826
12883,Mahmood & Geolier,187,1974,10.5,2.44234,-0.38504
12884,bnkr44 & Pino D'Angiò,154,1767,11.4,2.51769,-0.27487
12885,"Takagi & Ketra, Elodie & Mariah",179,1578,8.76666,2.27897,-0.62389
12886,"Ornella Vanoni, Elodie & ditonellapiaga",62,227,3.60317,1.52674,-1.72367
12887,ANNA & Sillyelly,162,2151,13.19631,2.65298,-0.07707
12888,Mahmood & Slim Soledad,336,2919,8.66172,2.26817,-0.63968
12889,ANNA & Lazza,243,2740,11.2295,2.50385,-0.29511
12890,ANNA & Niky Savage,225,2977,13.17256,2.6513,-0.07953
12891,"Tony Effe, Emma & Takagi & Ketra",168,2295,13.57988,2.67964,-0.0381
12892,ANNA & Sfera Ebbasta,106,1095,10.23364,2.41891,-0.41929
12893,Tananai & ARIETE,90,1018,11.18681,2.50035,-0.30022
12894,Emma & Lazza,101,1130,11.07843,2.49142,-0.31328
12895,Elodie & Joan Thiele,237,1624,6.82352,2.05713,-0.94822
12896,ANNA & Guè,154,1675,10.80645,2.46864,-0.34658
12897,ANNA & Artie 5ive,151,1640,10.78947,2.4672,-0.34869
12898,"Stabber, Coez & Annalisa",25,90,3.46153,1.49549,-1.76936
12899,"Rocco Hunt, Elettra Lamborghini & Lola Índigo",133,1475,11.00746,2.48552,-0.3219
12900,thasup & Mara Sattei,107,1864,17.25925,2.90467,0.2909
12901,Noemi & Carl Brave,195,2090,10.66326,2.45644,-0.36442
12902,Boomdabash & Paola & Chiara,109,2033,18.48181,2.96948,0.38565
12903,Michele Bravi & Carla Bruni,48,598,12.20408,2.58052,-0.18301
12904,Donatella Rettore & ditonellapiaga,49,227,4.54,1.71199,-1.45283
12905,Ana Mena & Guè,144,3096,21.35172,3.1069,0.58656
12906,"Alfa, Annalisa & Yanomi",19,120,6.0,1.94591,-1.11083
12907,Mahmood & Angèle,564,7191,12.72743,2.61939,-0.12618
12908,Rhove & Capo Plaza,66,828,12.3582,2.59213,-0.16604
12909,ANNA & Tony Effe,86,990,11.37931,2.51602,-0.27731
12910,"MACE, Marco Mengoni & Frah Quintale",93,988,10.51063,2.44327,-0.38368
12911,"Irama, Rkomi & Shablo",124,1925,15.4,2.79728,0.13389
12912,"Tananai, Madame & Rose Villain",36,250,6.75675,2.04856,-0.96075
12913,Geolier & Ultimo,76,759,9.85714,2.38482,-0.46913
12914,Club Dogo & Elodie,89,894,9.93333,2.39181,-0.45891
12915,"Ernia, Bresh & Fabri Fibra",155,2560,16.41025,2.85705,0.22127
12916,Mr.Rain & Clara,73,1483,20.04054,3.04645,0.49818
12917,Madame & Gaia,181,1895,10.41208,2.43467,-0.39625
12918,Carl Brave & Noemi,102,1168,11.3398,2.51282,-0.28199
12919,Estremo & Francesca Michielin,8,55,6.11111,1.96165,-1.08782
12920,Elisa & Jovanotti,97,1066,10.87755,2.47465,-0.3378
12921,Eiffel 65 & Loredana Bertè,37,703,18.5,2.97041,0.38701
12922,Il Pagante & Fabio Rovazzi,51,669,12.86538,2.62939,-0.11156
12923,ZEF e MARZ,3913,43627,11.14639,2.49703,-0.30508
12924,Elettra Lamborghini & Shade,41,589,14.0238,2.70963,0.00574
12925,"ANNA, Tony Boy & thasup",101,936,9.17647,2.32007,-0.5638
12926,Cesare Cremonini & Mike Garson,23,79,3.29166,1.45667,-1.82612
12927,Rkomi & Dargen D'Amico,73,769,10.39189,2.4329,-0.39884
12928,Cesare Cremonini & Elisa,42,284,6.60465,2.02875,-0.98972
12929,"Tyler, The Creator, Domo Genesis, Earl Sweatshirt",6595,35138,5.32716,1.84485,-1.25858
12930,"Tyler, The Creator, Alice Smith, Leon Ware, Clem Creevy",3992,18717,4.68745,1.73826,-1.41442
12931,"Tyler, The Creator, Chaz Bundick, ScHoolboy Q",3859,13049,3.38056,1.47717,-1.79614
12932,"Tyler, The Creator, Aaron Shaw, Samantha Nelson, Austin Feinstein",6085,29411,4.83256,1.76345,-1.37759
12933,"Tyler, The Creator, Domo Genesis, Frank Ocean, Hodgy, Mike G",1949,7679,3.93794,1.59694,-1.62104
12934,"Tyler, The Creator, Cole Alexander",7583,43207,5.69712,1.90167,-1.17551
12935,"Tyler, The Creator, Syd",3272,15423,4.71219,1.7426,-1.40808
12936,"Tyler, The Creator, Charlie Wilson, Chaz Bundick, Syd, Kali Uchis",7131,37274,5.2263,1.82878,-1.28208
12937,"Tyler, The Creator, Roy Ayers, Syd, Kali Uchis",6463,31917,4.93765,1.78131,-1.35148
12938,"Odd Future, Domo Genesis, Tyler, The Creator",2683,12507,4.65983,1.73339,-1.42154
12939,"Tyler, The Creator, Lil Wayne",25418,178031,7.00385,2.07992,-0.9149
12940,"Tyler, The Creator, Wanya Morris, DāM-FunK, Austin Feinstein, Syd",3207,20319,6.33385,1.9925,-1.04272
12941,"Tyler, The Creator, Pharrell Williams, Coco O.",2936,9177,3.12461,1.41697,-1.88416
12942,"Tyler, The Creator, Schoolboy Q",4095,16287,3.97631,1.60468,-1.60972
12943,"Tyler, the Creator, Jasper Dolphin, Taco",1689,5776,3.41775,1.48563,-1.78378
12944,"Tyler, The Creator, A$AP Rocky",32821,240400,7.32435,2.11918,-0.85751
12945,"Tyler, The Creator, Lil Wayne, Kanye West",12718,72051,5.66483,1.89684,-1.18257
12946,"Tyler, the Creator, Domo Genesis",12303,57047,4.63645,1.72925,-1.4276
12947,"Tyler, The Creator, Jaden",11867,52602,4.43225,1.69235,-1.48154
12948,"Tyler, The Creator, DJ Drama",16921,82978,4.90355,1.77555,-1.3599
12949,"Tyler, The Creator, Rex Orange County",15224,73619,4.8354,1.76394,-1.37688
12950,"Odd Future, The Internet",1031,4135,4.00678,1.61079,-1.60079
12951,"Tyler, The Creator, Estelle",16124,81188,5.03491,1.79756,-1.32772
12952,"Tyler, The Creator, YG",7960,47945,6.02248,1.94911,-1.10615
12953,"Tyler, The Creator, Rex Orange County, Anna Of The North",17553,85256,4.85678,1.76759,-1.37154
12954,"Odd Future, Tyler, The Creator, Frank Ocean, Syd",2985,13065,4.37541,1.68183,-1.49692
12955,"Tyler, the Creator, Frank Ocean, Steve Lacy",24428,157869,6.46236,2.00987,-1.01732
12956,"Tyler, The Creator, DAISY WORLD",11081,55338,4.9935,1.79067,-1.3378
12957,"Tyler, The Creator, 42 Dugg",16350,85568,5.23319,1.82988,-1.28047
12958,"Tyler, The Creator, Vince Staples",6842,36386,5.31725,1.84328,-1.26088
12959,"Tyler, The Creator, Lil Uzi Vert, Pharrell Williams",15767,87605,5.55587,1.88036,-1.20667
12960,"Earl Sweatshirt, Tyler, the Creator",6374,37669,5.90886,1.9328,-1.13
12961,"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",26338,184196,6.99327,2.07859,-0.91685
12962,"Tyler, The Creator, Brent Faiyaz, Fana Hues",23070,159692,6.92176,2.06961,-0.92998
12963,"Odd Future, Hodgy, Domo Genesis, Tyler, The Creator",1523,4878,3.20078,1.43527,-1.8574
12964,"Tyler, The Creator, Teezo Touchdown",25684,192353,7.48892,2.13876,-0.82888
12965,"Tyler, the Creator",3570150,763559383,213.87313,5.37004,3.89534
12966,"Domo Genesis, Tyler, the Creator",1791,6980,3.89508,1.58823,-1.63377
12967,"Tyler, The Creator, Ryan Beatty, Santigold",2227,9717,4.36131,1.6792,-1.50077
12968,"Tyler, The Creator, Jerry Paper",2130,7098,3.33083,1.46575,-1.81284
12969,"Earl Sweatshirt, RZA",6373,34241,5.37197,1.8519,-1.24828
12970,"Earl Sweatshirt, Frank Ocean",9386,48733,5.19154,1.82318,-1.29027
12971,"Odd Future, Mike G",1205,3675,3.04726,1.39804,-1.91183
12972,"Casey Veggies, Tyler, The Creator",1796,7710,4.29048,1.6659,-1.52021
12973,"Tyler, The Creator, Ryan Beatty",1636,5937,3.62675,1.53185,-1.7162
12974,"Tyler, The Creator, Fletcher Jones",2137,10412,4.86997,1.76984,-1.36825
12975,"Pharrell Williams, Tyler, The Creator",1549,7250,4.67741,1.73649,-1.41701
