ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog
14089,Tarall&Wine,366,3406,9.28065,2.33026
14090,Daniele Vit,537,5450,10.13011,2.40965
14091,Sgarra,1050,13770,13.1018,2.6463
14092,Dj Nais,106,4110,38.41121,3.67405
14093,Truceklan,880,29455,33.43359,3.53903
14094,Pula+,368,6706,18.17344,2.95352
14095,The Dublinerz,441,5080,11.49321,2.52518
14096,Ted Bundy,840,17793,21.15695,3.09815
14097,Alessandro Mannarino,3907,103858,26.57574,3.31693
14098,Radiodervish,7203,141401,19.62812,3.02665
14099,Cristiano Godano,617,5932,9.5987,2.36073
14100,Ritmo Tribale,1815,39710,21.86674,3.12968
14101,Ska-P,414883,17383525,41.89972,3.75886
14102,Talco,76530,2984487,38.99709,3.6888
14103,Redska,12693,190956,15.04301,2.77527
14104,Russkaja,97570,2080124,21.31908,3.10544
14105,Operation Ivy,497555,12432893,24.98792,3.25763
14106,Fratelli Di Soledad,1905,25528,13.39349,2.66677
14107,Disciplinatha,1942,28131,14.47812,2.73942
14108,Klubbheads,73733,411153,5.57616,1.88345
14109,Lazard,91488,520420,5.68833,1.90036
14110,Warp Brothers,87760,540469,6.15841,1.96828
14111,Crew 7,49454,264190,5.34202,1.84719
14112,The Real Booty Babes,119899,828994,6.91404,2.06863
14113,Eddy Wata,82064,537589,6.55077,2.02164
14114,DJ Volume,9489,58564,6.17112,1.97006
14115,Pinball,52153,332247,6.37049,1.99748
14116,DJ Sequenza,38022,224842,5.91331,1.93344
14117,Klubbhoppers,17789,88533,4.97655,1.78784
14118,DJ Wout,9160,47326,5.16602,1.81905
14119,Voodoo & Serano,123831,720380,5.81739,1.91947
14120,The Ian Carey Project,139867,1015948,7.26361,2.11186
14121,Klubbingman,77796,527586,6.78157,2.05175
14122,Turbotronic,12796,120515,9.41744,2.34348
14123,Yura West,209,1655,7.88095,2.1839
14124,Dj凯利,1539,7171,4.65649,1.7328
14125,Martik C,2739,41843,15.27116,2.78939
14126,FatFoont,573,4598,8.01045,2.19838
14127,SAVAGE-44,2309,28962,12.53766,2.60547
14128,DJ阿诺,996,3153,3.16248,1.42611
14129,Majki,25839,386651,14.96327,2.77029
14130,Vanello,2119,27190,12.82547,2.62651
14131,FLGTT,6847,37945,5.54103,1.87809
14132,DJ POLKOVNIK,5865,120201,20.49113,3.06764
14133,DJ Shabayoff,298,2535,8.47826,2.249
14134,Teknova,17065,123312,7.22559,2.10725
14135,Joel Fletcher,48502,356797,7.35618,2.123
14136,TNT Records,6563,65754,10.01736,2.39947
14137,Music B,533,4090,7.65917,2.15861
14138,SAMURAYKI,1889,27307,14.44814,2.73748
14139,DJ EurodanceOFF,209,1120,5.33333,1.84582
14140,Cristian Marchi,40250,219656,5.45715,1.86518
14141,Jewelz & Sparks,37743,188598,4.99676,1.79121
14142,Lia Taburcean,2565,23282,9.07326,2.30988
14143,Jamix Project,6127,179835,29.34644,3.41267
14144,Sound-X-Monster,937,8222,8.76545,2.27885
14145,Rastafair,4089,43853,10.722,2.46146
14146,Airwalk3r,5935,29796,5.01954,1.79501
14147,The R3bels,15471,100123,6.47123,2.01105
14148,САМУРАЙКИ,1428,15508,10.85234,2.47252
14149,Ottomix,5059,24625,4.8666,1.76927
14150,Дмитрий Гревцев,2248,29667,13.19119,2.65262
14151,FSB,13873,166576,12.00634,2.56543
14152,Bonfeel Electro Band,2241,28095,12.53122,2.60499
14153,Bryce,35262,171604,4.8664,1.76924
14154,Ganger Baster,5530,60967,11.02278,2.4868
14155,Anatoly prod.,1181,25273,21.38155,3.10823
14156,Панк Жлоб Рок Банда СГ,1956,26887,13.73888,2.69048
14157,Galwaro,76976,609367,7.91622,2.18787
14158,Lizot,203689,2586848,12.69992,2.61738
14159,Younotus,154416,1492174,9.66327,2.3668
14160,Gaullin,235933,2733932,11.58769,2.53271
14161,Sonny Wern,123584,1095685,8.86584,2.28907
14162,Dynoro,512690,5050041,9.85006,2.38417
14163,cassö,505093,5703269,11.2915,2.5089
14164,Behmer,34892,280619,8.04227,2.20191
14165,dubdogz,194784,1904017,9.77496,2.37722
14166,MaxRiven,23215,177048,7.62611,2.15479
14167,Chico Rose,167118,1366634,8.1776,2.21676
14168,KiLLTEQ,19563,364503,18.63131,2.97712
14169,Steff da Campo,84932,496705,5.84819,1.92398
14170,Kevu,20524,125337,6.10655,1.96101
14171,Henri Pfr,66665,323798,4.85701,1.76763
14172,Öwnboss,285110,2583160,9.06019,2.30858
14173,Switch Disco,128164,913497,7.1275,2.09525
14174,zerb,282022,2436196,8.63828,2.26574
14175,James HYPE,488102,5459589,11.18532,2.50023
14176,zombic,56965,459571,8.06746,2.20469
14177,Rompasso,97218,952713,9.79965,2.37951
14178,GATTÜSO,79872,517502,6.47906,2.0121
14179,Rasster,74594,476311,6.38529,1.99949
14180,A7S,54197,285764,5.27259,1.83618
14181,Riton,842766,8611098,10.21764,2.41748
14182,Firebeatz,180674,1295646,7.17114,2.1006
14183,Purple Disco Machine,504924,8511408,16.85677,2.88238
14184,Dj Groove,23626,194493,8.23181,2.22265
14185,Vengerov & Fedoroff,8099,44655,5.51296,1.87379
14186,Milk & Sugar,169231,891797,5.26967,1.83572
14187,Marc Benjamin,139395,1041559,7.47194,2.13675
14188,Imanbek,381465,3556041,9.32203,2.33428
14189,New Beat Order,31560,198662,6.29454,1.98712
14190,Charming Horses,88344,488291,5.52709,1.87596
14191,kujah,31257,258330,8.26444,2.22618
14192,2Hounds,35917,198263,5.51987,1.87485
14193,Marcus Layton,125716,648736,5.16028,1.81812
14194,Giorgio Gee,59308,423871,7.14682,2.09762
14195,Arc North,132725,1472072,11.09105,2.49246
14196,Joe Stone,111617,710832,6.36843,1.9972
14197,Nicolas Julian,101141,974085,9.63086,2.36376
14198,HBZ,83048,1940170,23.36175,3.19301
14199,notsobad,87380,517027,5.91692,1.93397
14200,Slider & Magnit,29844,307519,10.30386,2.42514
14201,Lintrepy,7121,70866,9.95029,2.39336
14202,Adam Jamar,14753,236830,16.05191,2.83626
14203,Dj Nejtrino,15082,138735,9.1981,2.3222
14204,Rafo,4655,24889,5.34557,1.84775
14205,SRTW,126437,1861569,14.72317,2.75513
14206,THE MVI,10194,67577,6.62844,2.03188
14207,POPP,14858,64713,4.35513,1.67805
14208,Ya Rick,5307,31806,5.99208,1.94477
14209,Aelyn,14978,97717,6.52359,2.01804
14210,Леонид Руденко,12515,94894,7.58181,2.14964
14211,Astero,5508,37399,6.7887,2.05267
14212,Melih Aydogan,19437,168053,8.64559,2.2665
14213,Shena,14356,85496,5.955,1.93946
14214,The First Station,27890,291607,10.45523,2.43844
14215,Sono,118672,813494,6.85492,2.06114
14216,IzzaMuzzic,253867,3300512,13.00089,2.63912
14217,Катя Чехова,83303,994232,11.93498,2.55993
14218,Geo Da Silva,41056,254059,6.18795,1.9724
14219,DJ Dado,67323,438613,6.51495,2.01689
14220,DJ Jedy,14208,190338,13.39559,2.66692
14221,Techno Project,8547,78514,9.18507,2.32092
14222,Los Tiburones,7675,117963,15.36776,2.79531
14223,Placcebo Beats,4282,45963,10.73149,2.46227
14224,Danna Max,1636,6955,4.24862,1.65796
14225,Khaffis,1736,8666,4.98906,1.78993
14226,JamBeats,4260,50967,11.96127,2.56196
14227,Coswick,4575,26773,5.85074,1.92435
14228,Alex Menco,10327,147217,14.25416,2.72485
14229,Anton Lacosta,10667,110554,10.36314,2.43037
14230,Aize,3527,20552,5.82539,1.92064
14231,Marcus Brodowski,16078,69416,4.31718,1.67094
14232,2Elements,20078,75600,3.76512,1.56132
14233,Paps'n'Skar,11719,78107,6.66441,2.03658
14234,You Lost,82278,738481,8.97532,2.30011
14235,Coffeeshop,18718,81801,4.36994,1.68081
14236,Danny Avila,127509,754714,5.91886,1.93425
14237,Jinny,35573,122682,3.44864,1.49259
14238,Carolina Marquez,71953,384098,5.3381,1.84657
14239,Ibiza Dance Party,42663,269402,6.3145,1.98985
14240,Dottor Dag,7671,83844,10.92857,2.47893
14241,Lento Violento Man,4451,71973,16.16644,2.84295
14242,Mr Dendo,591,4550,7.68581,2.16169
14243,DJ Maxwell,4575,49105,10.73098,2.46223
14244,Luca Noise,3919,33042,8.42908,2.24379
14245,Uomo Suono,2245,15218,6.7756,2.05099
14246,Molto Folk,696,3491,5.0086,1.79319
