ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog
20760,Mc BF,81165,915314,11.27706,2.50773
20761,HISTED,67849,473544,6.97927,2.07684
20762,DJ Holanda,40716,370629,9.10256,2.31278
20763,FR3ST,54633,492531,9.0151,2.30409
20764,Mc Vuk Vuk,48264,238276,4.93682,1.78117
20765,DJ GLK,102338,750929,7.33766,2.12078
20766,Dj Tuta 061,18768,119795,6.38259,1.99912
20767,dj tenebroso original,72115,558501,7.74448,2.16842
20768,DJ GRZS,52166,323820,6.20737,1.9751
20769,DJ ANXVAR,101884,959912,9.42152,2.34387
20770,DJ Rio,62382,434903,6.97149,2.07587
20771,Dj Kennedy OBraboo,56145,509940,9.08239,2.31079
20772,DJ DN O ASTRO,79194,444699,5.61524,1.88937
20773,MC Luan da BS,117448,1270253,10.81535,2.46939
20774,DJ LC,185819,1762996,9.48765,2.35019
20775,MC GP,124970,2755699,22.0507,3.13769
20776,MC Lele JP,63101,577851,9.15741,2.3182
20777,Mc Tuto,141585,1874917,13.24224,2.65621
20778,MC Gontijo,94757,653154,6.89286,2.06595
20779,DJ RENAN DA BL,113027,883687,7.8183,2.17682
20780,Carne Doce,94110,4166542,44.27263,3.8127
20781,Ava Rocha,34715,686805,19.78352,3.03416
20782,Lia de Itamaracá,27419,301529,10.99668,2.48462
20783,Metá Metá,71390,1556586,21.80367,3.12692
20784,Os Tincoãs,111147,1865693,16.78566,2.87839
20785,Julia Mestre,32900,365434,11.10707,2.49378
20786,Bia Ferreira,25792,234957,9.10933,2.31345
20787,Di Melo,128699,2198166,17.07976,2.89479
20788,Tim Bernardes,221241,8391745,37.93016,3.66176
20789,Belchior,298913,11325781,37.88976,3.66073
20790,Elis Regina & Adoniran Barbosa,6182,27432,4.43668,1.69316
20791,Secos & Molhados,341476,7632443,22.35126,3.15065
20792,Angela Ro Ro,110792,2557815,23.08643,3.18164
20793,Sophia Chablau e Uma Enorme Perda de Tempo,74502,2393097,32.12081,3.50016
20794,Chico Buarque,822060,42534954,51.74184,3.9654
20795,Leo Fressato,24266,460450,18.97432,2.99444
20796,Amanda Magalhães,36874,258918,7.0215,2.08212
20797,Pedro Salomão,31463,203294,6.46116,2.00971
20798,OutroEu,105911,1975280,18.6502,2.97808
20799,Arnaldo Antunes,180047,3415681,18.97094,2.99427
20800,Rachel Ries,6315,50916,8.06143,2.20402
20801,Oswaldo Montenegro,115115,1775242,15.42133,2.79858
20802,"Luísa Sonza, Pabllo Vittar & Anitta",250,2808,11.18725,2.50039
20803,Pabllo Vittar & Brabo Music Team,1358,8626,6.34731,1.99433
20804,"DJ Jeeh FDC, MC Menor MT, Yuri Redicopa, MC Pelé",6275,24590,3.9181,1.59292
20805,"Dj Lc, DJ JOAO DA INESTAN, Mc Pretchako, MC Saci",10122,76677,7.57453,2.14879
20806,MC Topre,43967,184615,4.19884,1.64843
20807,MC Copinho,32352,162876,5.03433,1.79746
20808,"Luísa Sonza, Gaab",1375,4754,3.45494,1.49401
20809,"Ivete Sangalo, Jão",723,2751,3.79972,1.56855
20810,"Malía, Jão",879,3632,4.12727,1.63457
20811,Pollo,122470,933646,7.6234,2.15447
20812,"Jão, Pedrowl",1006,6085,6.0427,1.95199
20813,"Luísa Sonza, Lulu Santos",1709,7264,4.24795,1.65783
20814,"Ludmilla, Jão",1745,7856,4.49942,1.70464
20815,"Nando Reis, Jão",1401,6262,4.46647,1.69863
20816,"Lagum, Jão",2890,15472,5.35178,1.84873
20817,"Luísa Sonza, 6LACK",4439,21905,4.93355,1.78062
20818,"Luísa Sonza, LUDMILLA",6674,35446,5.31026,1.84217
20819,"Luísa Sonza, Maiara & Maraisa",1983,14742,7.43044,2.13184
20820,"Jão, Julia Mestre",552,3911,7.07233,2.08844
20821,"Luísa Sonza, Tokischa",3800,49052,12.90502,2.63224
20822,"Luísa Sonza, Xamã",4770,28510,5.97568,1.94242
20823,"Luísa Sonza, ZAAC",2028,7311,3.60325,1.52676
20824,"Luísa Sonza, Caetano Veloso",1248,6067,4.85748,1.76771
20825,"Luísa Sonza, Pabllo Vittar, Anitta",12976,81985,6.31771,1.99029
20826,"Luísa Sonza, MC Kevin o Chris",3734,41127,11.01124,2.48584
20827,"PK, Luísa Sonza",1625,6437,3.95879,1.60116
20828,Luísa e Os Alquimistas,60048,2156096,35.90561,3.60836
20829,OS AMANTES,25972,470110,18.09994,2.94968
20830,Xênia França,39695,781090,19.67679,3.02901
20831,Academia da Berlinda,65274,1730861,26.51644,3.31478
20832,"Tove Lo, ZAAC",4914,28975,5.89521,1.93082
20833,Giovani Cidreira,59338,1298294,21.87926,3.13023
20834,Moreno Veloso,69078,584736,8.46474,2.24757
20835,Itamar Assumpção,94526,1992666,21.08038,3.09468
20836,Seu Pereira e Coletivo 401,97639,2455523,25.14874,3.2638
20837,Marcelo Tofani,22807,163247,7.15744,2.09893
20838,Leo Middea,34238,365465,10.67393,2.45735
20839,mc pl alves,63584,325362,5.11696,1.81106
20840,Dj TG Da INESTAN,59342,587881,9.90649,2.38935
20841,Dani Black,22544,273194,12.11772,2.57396
20842,Visconde,31464,1230865,39.11854,3.69183
20843,Zeca Veloso,74496,645357,8.66285,2.26828
20844,Apanhador Só,105297,4248803,40.35027,3.72207
20845,Móveis Coloniais de Acaju,130821,4790850,36.62113,3.62756
20846,Seu Jorge,836734,16730992,19.99556,3.04431
20847,Pouca Vogal,35519,1270936,35.78085,3.60497
20848,Herbert Vianna,43606,361796,8.29674,2.22966
20849,Mar Aberto,44291,376567,8.50191,2.25149
20850,Gupe,36652,306859,8.372,2.23772
20851,Marco Brasil Filho,43707,224610,5.13887,1.81464
20852,Os Mutantes,574650,15957555,27.76912,3.3593
20853,Rita Lee & Tutti Frutti,13684,296119,21.63821,3.11963
20854,Toquinho,561620,7389462,13.15738,2.65023
20855,Nara Leão,499645,7379544,14.76954,2.75808
20856,Miúcha,273786,1908392,6.97035,2.07572
20857,Roberto Carlos,385739,8476001,21.97335,3.13433
20858,Novos Baianos,418631,12777884,30.52295,3.45071
20859,Erasmo Carlos,318706,4720017,14.80989,2.76063
20860,Sérgio Sampaio,117093,2433136,20.77933,3.08096
20861,Tim Maia,688887,26093472,37.87766,3.66041
20862,Jorge Ben,433058,11974426,27.65079,3.35518
20863,Milton Nascimento,543096,18483147,34.03286,3.55628
20864,Luiz Melodia,193153,2637668,13.65577,2.68483
20865,Gonzaguinha,229131,3064720,13.37534,2.66551
20866,Vinícius de Moraes,310431,3152629,10.15561,2.41194
20867,Tom Zé,315430,7116644,22.56165,3.15962
20868,Antonio Carlos Jobim & Elis Regina,35665,557450,15.62973,2.81119
20869,Wilson Simonal,210397,2060763,9.79459,2.37904
20870,Jorge Mautner,85169,1392521,16.3499,2.85358
20871,Moraes Moreira,83092,1111908,13.38148,2.66594
20872,Lô Borges,365215,7526773,20.60909,3.07311
20873,Ave Sangria,76355,1891392,24.7707,3.24923
20874,Donny Osmond,434510,2833243,6.52053,2.01763
20875,Mena Massoud,116118,852435,7.34104,2.12118
20876,Jessica Darrow,268336,2596881,9.67768,2.36815
20877,Mary Costa,97364,434164,4.45913,1.69728
20878,Phineas and the Ferbtones,77497,342511,4.41961,1.69002
20879,B5,93507,602054,6.43852,2.00667
20880,Keith David,200365,1277816,6.3774,1.99842
20881,Polly Scattergood,110855,1387282,12.51427,2.60374
20882,Indiana,116710,926610,7.93935,2.19046
20883,Vaults,230092,1843029,8.00993,2.19832
20884,Arthur Beatrice,95426,927228,9.71662,2.37179
20885,Mystery Jets,811186,13672129,16.85447,2.88225
20886,Sundara Karma,333527,4982955,14.94013,2.76883
20887,Arctic Lake,108061,602228,5.57298,1.88296
20888,Wolf Gang,266736,2927070,10.97361,2.4827
20889,Wild Beasts,494384,14661055,29.65513,3.4228
20890,LPX,34464,342353,9.93335,2.39181
20891,Poliça,390790,7762967,19.86475,3.03806
20892,Broken Bells,1305613,30713128,23.52389,3.19964
20893,The Jezabels,231160,6370308,27.55788,3.35193
20894,The Joy Formidable,461099,8153224,17.68211,2.92756
20895,In the Valley Below,229238,1473602,6.42823,2.00528
20896,Electric Guest,680492,10387979,15.26537,2.78903
20897,Art School Girlfriend,98449,1244400,12.63991,2.613
20898,The Boxer Rebellion,356671,7013580,19.66394,3.02839
20899,The Bravery,1382998,21781609,15.74954,2.81837
20900,Exitmusic,105101,1211678,11.52859,2.52801
20901,Lydia Ainsworth,65568,528824,8.06515,2.20443
20902,Lo-Fang,222124,2057103,9.26101,2.32835
20903,Luna,525703,9828681,18.69622,2.98042
20904,Mikky Ekko,377399,3632954,9.62626,2.36332
20905,Hotel Apache,34539,659651,19.09817,3.00062
20906,courtship.,135380,1226813,9.06192,2.30875
20907,The Wldlfe,82825,2136372,25.79349,3.28815
20908,Kllo,240992,2846464,11.81139,2.55033
20909,Stella Donnelly,189813,4072252,21.4539,3.11146
20910,Nihils,80368,436483,5.43098,1.86112
20911,XY&O,60290,325425,5.39757,1.85591
20912,Mana Island,19579,261207,13.3405,2.66308
20913,Wolf Colony,44145,545207,12.35008,2.59152
20914,Jarryd James,230184,1847006,8.024,2.19988
20915,Colouring,110633,729033,6.58959,2.02677
20916,Leon Else,67004,470377,7.02002,2.08194
20917,Mormor,244268,2405928,9.8495,2.38411
20918,Coasts,167154,1428119,8.54368,2.25587
20919,Fyfe,189743,1490555,7.85561,2.18105
20920,One Night Only,286323,4231066,14.77719,2.75856
20921,Betcha,114562,1490706,13.0121,2.63992
20922,morgxn,132388,985076,7.44076,2.13307
20923,Тося Чайкина,15857,215799,13.60821,2.68158
20924,Сироткин,24125,746249,30.93131,3.46358
20925,Zoloto,27004,828955,30.69635,3.4562
20926,Vancouver Sleep Clinic,434150,5806337,13.374,2.66542
20927,Strange Talk,236930,2102762,8.87499,2.29
20928,The Moth & the Flame,138341,1538791,11.12309,2.49511
20929,Delilah Montagu,49807,270358,5.428,1.86066
20930,Satellite Stories,151795,2138700,14.0893,2.71398
20931,Mellah,39325,348468,8.861,2.28858
20932,Natalie Prass,155999,1937889,12.42236,2.59692
20933,Ary,79121,1042126,13.17112,2.6512
20934,Beharie,14501,135068,9.31374,2.33347
20935,Michelle Ullestad,6063,107568,17.73878,2.93059
20936,Cezinando,36015,2485627,69.01452,4.2487
20937,Thomas Dybdahl,247223,5030495,20.34792,3.06095
20938,Hannah Storm,5897,49669,8.42132,2.24297
20939,Bernhoft,85316,1333894,15.63456,2.81148
20940,Whammyboy,7515,75553,10.05228,2.40263
20941,Team Me,103321,1596745,15.45406,2.80057
20942,Kurt Nilsen,135075,2045439,15.14287,2.78147
20943,Amalie Holt Kleive,5172,68443,13.23081,2.6554
20944,Bjørn Eidsvåg,50868,980292,19.27091,3.00918
20945,Fieh,41354,393707,9.52017,2.35329
20946,Sondre Justad,29689,746241,25.13442,3.26325
20947,Sondre Lerche,449405,9688451,21.55834,3.1161
20948,Kristian Kristensen,21995,468705,21.30864,3.10497
20949,Olivia Lunny,39493,260490,6.59568,2.02757
20950,Sval,26464,252737,9.54985,2.35611
20951,ISÁK,9471,146861,15.50475,2.80364
20952,Maria Petra,9889,108963,11.01749,2.48636
20953,Iris,186914,3155422,16.88158,2.88377
20954,ÄTNA,48417,432792,8.93865,2.29643
20955,Gundelach,75863,566584,7.46841,2.13634
20956,Revenge Wife,20825,131063,6.29323,1.98694
20957,"Emelie Hollow, Hver gang vi møtes",99,632,6.32,1.99061
20958,Christel Alsos,40576,414868,10.22421,2.41807
20959,Undergrunn,21866,3080215,140.86134,4.95485
20960,Carina Dahl,14407,166694,11.56954,2.53127
20961,Eva Weel Skram,20958,378920,18.0791,2.94859
20962,Anette Askvik,8008,81942,10.23123,2.41869
20963,Jonathan Floyd,6343,138450,21.82377,3.1278
20964,Espen Lind,57922,480691,8.29879,2.22988
20965,Angelina Jordan,30387,244916,8.05962,2.20382
20966,Anne Grete Preus,17468,209201,11.97555,2.56306
20967,Ballinciaga,26970,1549916,57.46601,4.06844
20968,Emma Jensen,32716,140687,4.30011,1.66772
20969,Trygve Skaug,7804,142577,18.26739,2.95841
20970,Ingebjørg Bratland,26383,424360,16.08399,2.83814
20971,Erlend Ropstad,12883,217054,16.84678,2.88182
20972,Di Derre,24006,434776,18.11038,2.95023
20973,Daniel Kvammen,21369,360683,16.878,2.88357
20974,Sløtface,100151,1365608,13.63535,2.68343
20975,CC Cowboys,44360,819718,18.47834,2.9693
20976,Casiokids,116424,1454870,12.49619,2.6024
20977,Rakkere,6963,192526,27.64589,3.355
20978,Unge Ferrari,25781,762321,29.56795,3.41995
20979,Postgirobygget,55936,1363816,24.38128,3.23401
20980,Minor Majority,78169,1791141,22.9134,3.17443
20981,Bendik,37477,546864,14.5916,2.74673
20982,Blomst,10164,226403,22.27279,3.14728
20983,"Emma Steinbakken, Hver gang vi møtes",431,3522,8.15277,2.21405
20984,Mari Bella,2046,16851,8.23204,2.22268
20985,Torine,14211,100719,7.08689,2.09024
20986,Erika Norwich,3890,43061,11.06682,2.49045
20987,Sonny Alven,79219,431493,5.44676,1.86357
20988,Alexandra Rotan,4714,27431,5.81781,1.91953
20989,Aden Foyer,62601,823197,13.14969,2.64969
20990,Dylan,211507,3483090,16.46788,2.86036
20991,KALLITECHNIS,43235,214992,4.97252,1.78716
20992,ASTR,128229,1110727,8.66199,2.26819
20993,Samantha Urbani,20632,162413,7.87151,2.18284
20994,Delacey,115007,854580,7.43061,2.13186
20995,Kakkmaddafakka,307919,5348694,17.3704,2.91074
20996,Razika,40961,1083028,26.43982,3.31199
20997,Mall Girl,10318,88622,8.58823,2.26053
20998,Mikhael Paskalev,94260,862329,9.14831,2.3173
20999,Janove,11284,296936,26.31245,3.30734
21000,Augustine,87264,1298507,14.88004,2.76506
21001,Ponette,19270,163171,8.46717,2.24783
21002,Jai Wolf,324427,4300507,13.25565,2.65715
21003,Jon Bellion,663849,20418902,30.7583,3.45815
21004,OTR,113699,1083112,9.52605,2.35385
21005,Powers,189526,1393885,7.35454,2.1228
21006,Parade of Lights,101757,840732,8.26207,2.22592
21007,Wingtip,120095,940559,7.83172,2.17834
21008,YoungR,90450,645695,7.13861,2.09661
21009,Niina,18944,66439,3.50694,1.50561
21010,Abbie Ozard,32981,178798,5.42107,1.85958
21011,friedberg,46226,234656,5.07616,1.80437
21012,Liz Lawrence,87410,599089,6.8537,2.06098
21013,Cassia,101614,1132179,11.14184,2.49665
21014,Bad Sounds,150310,1240426,8.25239,2.22488
21015,gglum,45047,223130,4.95316,1.78392
21016,Catty,19327,288262,14.91421,2.76721
21017,Darlia,41814,358510,8.57371,2.25902
21018,Debbii Dawson,88117,461216,5.23407,1.83002
21019,Gia Ford,57177,371247,6.49282,2.01394
21020,Spector,171911,3037111,17.66666,2.92673
21021,Swim Deep,210784,2842849,13.48696,2.67324
21022,yetep,35980,717198,19.93268,3.04131
21023,Diplo,1730454,28394344,16.4086,2.85696
21024,Yoe Mase,63737,956764,15.01088,2.77326
21025,Lione,48072,628399,13.07176,2.64416
21026,Vigiland,263153,2833151,10.76613,2.46522
21027,Budjerah,30646,222436,7.258,2.11118
21028,The Rions,36857,757601,20.55458,3.07058
21029,The Rubens,159814,2362186,14.78075,2.75879
21030,Holy Holy,114751,1979698,17.25196,2.90427
21031,Eskimo Joe,177407,3239506,18.2602,2.95804
21032,The Vanns,28057,480852,17.13778,2.89799
21033,King Stingray,28655,378945,13.22393,2.65492
21034,Spacey Jane,280110,9356043,33.40119,3.53809
21035,Matt Corby,417738,6035711,14.44852,2.73751
21036,Forest Claudette,35166,198869,5.65498,1.89536
21037,Conrad Sewell,120363,676397,5.61959,1.89003
21038,Beddy Rays,33094,633841,19.15216,3.00331
21039,Cat & Calmell,47726,423731,8.87822,2.29033
21040,Nick Ward,47534,300510,6.32186,1.99086
21041,Teen Jesus and the Jean Teasers,84745,1025447,12.10024,2.57263
21042,Powderfinger,287072,6429802,22.39779,3.15264
21043,Birds of Tokyo,188413,4487193,23.8156,3.21147
21044,GRAACE,51635,359620,6.96452,2.07499
21045,The Terrys,43071,612613,14.22299,2.7228
21046,Little Birdy,82305,1230240,14.94714,2.76927
21047,Evie Irie,28872,201017,6.9621,2.07469
21048,Gang of Youths,432731,10177056,23.51814,3.19941
21049,Ruby Fields,43214,948322,21.94427,3.13306
21050,Set Mo,102289,720704,7.04569,2.08513
21051,HILLARI,17979,106959,5.94877,1.93856
21052,Natnael,5654,98490,17.41644,2.91324
21053,Bølgen,6976,119722,17.15952,2.89919
21054,Synne Sørgjerd,2943,92399,31.38552,3.47771
21055,Avgvstvs,9360,286799,30.63764,3.45434
21056,Golfklubb,12163,526933,43.31905,3.79141
21057,Frida Ånnevik,15713,227837,14.49898,2.74077
21058,Charlie Skien,2704,46324,17.12532,2.8973
21059,Cir.Cuz,41972,549137,13.0831,2.64497
21060,Matilda,41213,340053,8.2509,2.22472
21061,Yaeger,34534,264380,7.65542,2.15818
21062,Lucy Tun,29330,191609,6.53264,2.01924
21063,Empress Of & Rina Sawayama,2053,14380,7.00097,2.07956
21064,Frankie Valli & the Four Seasons,850556,9340522,10.98165,2.48337
21065,The Lovin' Spoonful,986367,8169909,8.28282,2.22816
21066,Tommy James & The Shondells,701608,5256853,7.49256,2.13919
21067,Mama Cass,163764,1244970,7.60217,2.15201
21068,The McCoys,180458,692991,3.84015,1.57694
21069,The Turtles,1312048,11269491,8.58923,2.26064
21070,Scott McKenzie,509834,3054435,5.99102,1.94462
21071,The Mamas & the Papas,2370863,34832765,14.69201,2.75315
21072,Frankie Valli,1170371,9666628,8.25944,2.22564
21073,The Troggs,702889,4566235,6.49637,2.01441
21074,The Monkees,1412015,17416157,12.33424,2.59033
21075,The Walker Brothers,278341,2470116,8.87439,2.28994
21076,The Box Tops,563550,3449307,6.12066,1.963
21077,The 5th Dimension,456240,3067653,6.72375,2.04429
21078,The Grass Roots,302863,2121956,7.00629,2.08022
21079,"Dave Dee, Dozy, Beaky, Mick & Tich",191067,1361383,7.12512,2.09496
21080,The Young Rascals,269369,1251890,4.64747,1.7312
21081,Nancy Sinatra & Lee Hazlewood,134507,1243989,9.24843,2.32712
21082,Lesley Gore,952411,9319870,9.78554,2.3782
21083,Johnny Rivers,170742,1293109,7.57342,2.14866
21084,The Lettermen,63228,382375,6.04746,1.95266
21085,Dion,676146,6736610,9.96323,2.39454
21086,The Platters,908393,7026725,7.73532,2.16737
21087,The Tokens,321004,1590462,4.95463,1.78416
21088,Cilla Black,135696,957329,7.0549,2.08628
21089,Harry Belafonte,785884,5904900,7.51369,2.14167
21090,Joe South,61773,290431,4.7015,1.74072
21091,Marmalade,132627,762207,5.74695,1.90909
21092,The Mindbenders,37408,135319,3.61728,1.5298
21093,The American Breed,34501,142889,4.14147,1.63733
21094,The Ventures,466773,5797517,12.42039,2.59677
21095,The Beach Boys,3701730,130234652,35.18209,3.58856
21096,Wayne Fontana & The Mindbenders,66751,274189,4.10757,1.63072
21097,Meat Loaf,1074658,15895303,14.79102,2.75944
21098,Billy Idol,2432478,41513327,17.06626,2.89404
21099,Benny Andersson,93910,1132500,12.05929,2.56949
21100,Anni-Frid Lyngstad,9734,64121,6.58664,2.02638
21101,Björn Ulvaeus & Benny Andersson,88595,1226090,13.83911,2.69726
21102,PG Roxette,14047,117358,8.35407,2.23581
21103,Jon Bon Jovi,532455,4259050,7.99887,2.19709
21104,INXS,1779636,30930488,17.38022,2.91127
21105,Europe,1560639,18377257,11.77546,2.54752
21106,The Fixx,334626,2829450,8.45553,2.24659
21107,Christine McVie,76042,499223,6.565,2.02353
21108,Buckingham Nicks,33519,402501,12.00778,2.56554
21109,Journey,2784941,49108775,17.63367,2.92497
21110,Bob Seger & The Silver Bullet Band,280288,3474965,12.39779,2.59508
21111,REO Speedwagon,1096328,11436224,10.43137,2.43636
21112,America,1684767,26075550,15.47723,2.80197
21113,Joan Jett,350082,2951757,8.43159,2.24406
21114,George Harrison,2142452,52728416,24.61123,3.24303
21115,Firefall,146210,1032239,7.05992,2.0869
21116,Billy Squier,525826,4231408,8.04714,2.20244
21117,Bob Welch,107060,733522,6.85143,2.06069
21118,Patty Smyth,57305,323044,5.63717,1.89268
21119,Squeeze,632271,7492895,11.85074,2.5534
21120,The Boomtown Rats,370341,2880198,7.77713,2.17214
21121,The Police,3827964,85287885,22.28021,3.1476
21122,The Knack,700665,4193650,5.98523,1.94379
21123,Adam Ant,272123,2841667,10.44254,2.43733
21124,Generation X,406661,2637028,6.48456,2.01284
21125,The Vapors,285096,1696781,5.95159,1.93897
21126,Dexys Midnight Runners,1371402,11586914,8.44894,2.2459
21127,Lloyd Cole and The Commotions,192562,2235713,11.61029,2.53451
21128,Martha and the Muffins,210791,1315335,6.23996,1.97961
21129,Men at Work,1666599,19813212,11.8884,2.55632
21130,The Tubes,140535,1132251,8.05666,2.2035
21131,Oingo Boingo,694687,21311931,30.67842,3.45563
21132,Seals & Crofts,286808,1825612,6.36525,1.99677
21133,Bread,635402,7899559,12.43236,2.59766
21134,Stephen Bishop,204959,1415422,6.90584,2.0676
21135,The Doobie Brothers,1443329,18526043,12.83562,2.62724
21136,Don McLean,1375223,13541267,9.84659,2.38385
21137,Andrew Gold,391590,2045890,5.22455,1.8285
21138,England Dan & John Ford Coley,168083,1362416,8.10556,2.20888
21139,Art Garfunkel,428709,3174673,7.40517,2.12884
21140,Gary Wright,158161,857967,5.4246,1.86013
21141,Gordon Lightfoot,545237,7485875,13.72955,2.68985
21142,Jefferson Starship,355555,2650640,7.45491,2.13474
21143,Orleans,230112,1377029,5.98414,1.94364
21144,Dave Mason,135459,917847,6.77577,2.05101
21145,Ambrosia,314986,2604426,8.26836,2.2266
21146,Bobbie Gentry,248058,1862426,7.50799,2.141
21147,Harry Chapin,413529,2910713,7.03869,2.08426
21148,Susanna Hoffs,45164,378934,8.38999,2.23964
21149,Voice of the Beehive,45122,396557,8.78835,2.28119
21150,Glass Tiger,92686,613295,6.61683,2.03036
21151,When In Rome,486274,4114689,8.46165,2.24724
21152,Andrew Cushin,11318,240857,21.27899,3.10364
21153,The Snuts,168204,3768221,22.40255,3.15284
21154,The Lathums,84791,1895373,22.3532,3.15073
21155,Men I Trust,1753998,90455801,51.57118,3.96216
21156,Ethel Cain,908799,77926044,85.74608,4.46298
21157,Slow Pulp,689568,17099467,24.79732,3.25027
21158,Still Woozy,1066327,37778237,35.42834,3.59534
21159,"WHATEVER, DAD",578263,10644584,18.40782,2.96567
21160,Luna Li,628986,9295914,14.77918,2.75869
21161,Cigarettes After Sex,2277324,210738369,92.53767,4.53836
21162,Vansire,1447592,31988806,22.09792,3.13974
21163,Fog Lake,702269,13622674,19.39805,3.01543
21164,no vacation,771944,13518182,17.51184,2.91841
21165,Her's,1136425,33541102,29.51455,3.4182
21166,Cuco,990750,31283890,31.57593,3.48357
21167,roy blair,286529,5430137,18.95137,2.99329
21168,boy pablo,883760,23386727,26.46272,3.31282
21169,Henry Krieger,29287,496126,16.93956,2.887
21170,grentperez,523727,19631807,37.48473,3.65026
21171,Banes World,431547,6730546,15.59628,2.80917
21172,Peach Pit,888926,35848143,40.32743,3.72152
21173,Hazlett,184111,2516831,13.6701,2.68581
21174,Chris Lanzon,57631,628904,10.9124,2.47757
21175,Before You Exit,127305,1508633,11.85044,2.55337
21176,"Fun., Janelle Monáe",17750,74928,4.22105,1.65269
21177,"Taylor Swift, Post Malone",25927,584039,22.52541,3.15808
21178,"Troye Sivan, Allday",4017,16843,4.19188,1.64709
21179,"Maren Morris, Julia Michaels",644,3229,5.0062,1.79279
21180,"Troye Sivan, Broods",3479,13745,3.94971,1.59932
21181,"Taylor Swift, Bon Iver",35761,544273,15.21931,2.7862
21182,"Troye Sivan, Alex Hope",3162,13914,4.39898,1.68621
21183,"Taylor Swift, The National",16409,168212,10.25057,2.42041
21184,"Taylor Swift, Chris Stapleton",13030,113023,8.67339,2.26937
21185,"Taylor Swift, HAIM",20746,195877,9.44122,2.34576
21186,"Taylor Swift, Fall Out Boy",13755,165831,12.05517,2.56918
21187,"Taylor Swift, Gary Lightbody",14782,123413,8.3483,2.23519
21188,"Taylor Swift, Phoebe Bridgers",16276,161587,9.92732,2.39126
21189,"Taylor Swift, Lana Del Rey",31359,418587,13.34779,2.66359
21190,"Big Red Machine, Taylor Swift",9083,101081,11.12736,2.49546
21191,"HAIM, Taylor Swift",7809,53576,6.85992,2.06177
21192,"The National, Taylor Swift",8574,83080,9.68862,2.36917
21193,"Taylor Swift, Keith Urban",7570,50199,6.63043,2.03214
21194,"Taylor Swift, Hayley Williams",13208,144113,10.91021,2.47739
21195,"Taylor Swift, Post Malone, BLOND:ISH",1408,5702,4.04684,1.61876
21196,"Zayn, Taylor Swift",31355,198945,6.34471,1.99398
21197,"Taylor Swift, Maren Morris",8465,52458,6.19631,1.97356
21198,"Taylor Swift, Brendon Urie, Panic! At The Disco",13825,96158,6.95486,2.07378
21199,"Taylor Swift, Colbie Caillat",10242,64653,6.31192,1.9895
21200,"Taylor Swift, The Chicks",10236,59899,5.85122,1.92442
21201,"Taylor Swift, Joy Williams, John Paul White",8490,74679,8.79507,2.28187
21202,"Taylor Swift, Kendrick Lamar",19482,159530,8.18816,2.21791
21203,"Taylor Swift, Ice Spice",15128,153441,10.14217,2.41073
21204,Surprise Songs (Europe),517,5466,10.55212,2.44686
21205,"Tim McGraw, Taylor Swift, Keith Urban",3485,17434,5.00114,1.79194
21206,Everything-Taylor...,426,3151,7.37939,2.12577
21207,"girl in red, Sabrina Carpenter",6976,44316,6.35172,1.99493
21208,"B.o.B, Taylor Swift",2255,12003,5.32047,1.84379
21209,Taylor Swift • Da ordem aleatória inteligente,2337,10812,4.62446,1.72712
21210,"Beyoncé, Post Malone",10364,101085,9.75253,2.37514
21211,"Reneé Rapp, Megan Thee Stallion",11812,136205,11.53009,2.52813
21212,Surprise Song (Eras Tour Europe),482,4453,9.21946,2.32429
21213,Unreleased Gems,771,4655,6.02979,1.95015
21214,"Camila Cabello, Playboi Carti",11597,152386,13.13898,2.64893
21215,"Lana Del Rey, Bleachers",22517,226447,10.05626,2.40299
21216,Hunny,408059,7135972,17.48755,2.91709
21217,Vacation Manor,177229,2201315,12.42066,2.59679
21218,Breakup Shoes,282966,3415083,12.06883,2.57023
21219,The Hails,171378,1836502,10.71602,2.46095
21220,Rebounder,221396,1665103,7.52089,2.14252
21221,Landon Conrath,129782,2019547,15.56095,2.80704
21222,Public,491099,4684638,9.53907,2.35508
21223,Colony House,316342,3537306,11.18186,2.49994
21224,Precious Pepala,44380,414250,9.33394,2.33543
21225,Easha,156973,1614968,10.28812,2.42375
21226,Timothée Chalamet,169795,2431891,14.32242,2.72931
21227,Angourie Rice,42643,372997,8.74676,2.27693
21228,"Reneé Rapp, Cast of Mean Girls",2720,26779,9.8416,2.38339
21229,Renée Zellweger,115295,980737,8.50625,2.25194
21230,Emma Stone,254782,2911953,11.42914,2.52004
21231,Forrest Nolan,110718,933670,8.43278,2.24419
21232,Mina Okabe,79763,898277,11.26168,2.50647
21233,adan diaz,144046,1387305,9.63091,2.36376
21234,Lostboycrow,262603,2522256,9.60478,2.3613
21235,Noah Floersch,159773,2236678,13.99901,2.70798
21236,Arden Jones,172427,3478292,20.17243,3.05269
21237,Jon Caryl,42463,622193,14.65224,2.75061
21238,Brent Morgan,64980,730188,11.23694,2.50445
21239,Julie e Os Fantasmas,7101,113234,15.94395,2.82991
21240,Bro'Sis,27123,177023,6.52643,2.01842
21241,Mandy Capristo,22312,341487,15.30439,2.79143
21242,Preluders,20440,125363,6.13291,1.96471
21243,Queensberry,47812,519659,10.86857,2.47389
21244,Marianne Rosenberg,93832,653990,6.96972,2.07564
21245,Tic Tac Toe,81001,745077,9.19825,2.32221
21246,MIA.,156839,2888121,18.41444,2.96601
